UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterKey,Name,Rank,DODAAC,UIC,UnitName,Role,Phone,Email,CreatedDate,LookupKey
E11C59424F01AF9CFFFA43126956116D,1056,,11/03/2006 15:24:13,11/03/2006 15:24:13,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WRB6ZV~j.wexcombe,Jessica Wexcombe,SFC,WRB6ZV,WKK4R0,95th Civil Affairs Brigade (Airborne),Unit Commander,(267) 555-1819,jessica.wexcombe.mil@example.mil,11/03/2006,WRB6ZV~J.WEXCOMBE
3B417E9B783C99381DA261290D422C2B,105A,,05/11/2009 16:37:30,05/11/2009 16:37:30,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W8YAN7~k.galbreath,Kevin Galbreath,1LT,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",Supply Sergeant,(267) 555-1967,kevin.galbreath.mil@example.mil,05/11/2009,W8YAN7~K.GALBREATH
485AE1EFE66FA7BDA1315139AE26E764,105E,,05/16/2016 07:05:27,05/16/2016 07:05:27,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W4MCNQ~t.ashcroft,Tyler Ashcroft-Mayne,SGT,W4MCNQ,WAVYC0,7th Special Forces Group (Airborne),Other,(302) 555-1495,tyler.ashcroft.mil@example.mil,05/16/2016,W4MCNQ~T.ASHCROFT
1672126709A8EA9DBAE2F921A8ABB55B,1062,,06/14/2015 15:41:55,06/14/2015 15:41:55,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WTDCN9~e.redfearn,Evelyn Redfearn,GS-09,WTDCN9,W1M090,63rd Readiness Division (Army Reserve),Protocol Officer,(717) 555-1226,evelyn.redfearn.mil@example.mil,06/14/2015,WTDCN9~E.REDFEARN
613251C2AE7CA89871082A6C6C320C8E,1066,,08/20/2020 15:12:09,08/20/2020 15:12:09,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W3Z4SG~j.rathbourne,Jessica Rathbourne,CW2,W3Z4SG,WQZP2A,18th Field Artillery Brigade,Executive Officer,(703) 555-1731,jessica.rathbourne.mil@example.mil,08/20/2020,W3Z4SG~J.RATHBOURNE
91B7111787AB0D5F88D4C07BD822E5B7,106A,,12/08/2023 16:18:22,12/08/2023 16:18:22,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W9GNZX~w.whitlock,William Whitlock-Bay,SFC,W9GNZX,WRYMNA,1st Cavalry Division Sustainment Brigade,Other,(302) 555-1559,william.whitlock.mil@example.mil,12/08/2023,W9GNZX~W.WHITLOCK
C33DDF17E8D80A875F470B0B22BB675A,106E,,03/05/2004 10:58:05,03/05/2004 10:58:05,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WUB92Z~b.ellingboe,Brian Ellingboe,SSG,WUB92Z,WJ25M0,U.S. Army Forces Command,Property Book Officer,(484) 555-1687,brian.ellingboe.mil@example.mil,03/05/2004,WUB92Z~B.ELLINGBOE
92B304811BE4E8200B60AA6AE86333F1,1072,,09/09/2008 15:35:43,09/09/2008 15:35:43,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WP3EBZ~w.vosburgh,Walter Vosburgh,GS-11,WP3EBZ,WX2T3A,TACOM ILSC Clothing and Heraldry PSID,Unit Commander,(215) 555-1933,walter.vosburgh.mil@example.mil,09/09/2008,WP3EBZ~W.VOSBURGH
ED2C78B5E2A1E0D5F300FDBE91C112D5,1076,,03/21/2026 16:55:44,03/21/2026 16:55:44,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WXYU7G~c.jessup,Charles Jessup-Kane,CPT,WXYU7G,WHG29A,"2nd Infantry Brigade Combat Team, 25th Infantry Division",Property Book Officer,(703) 555-1195,charles.jessup.mil@example.mil,03/21/2026,WXYU7G~C.JESSUP
24E59B93C0034BAA2BB7907086AE75FE,107A,,09/10/2012 13:34:59,09/10/2012 13:34:59,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WB1YZF~k.norquist,Kevin Norquist,SSG,WB1YZF,WG0UVA,"2nd Infantry Brigade Combat Team, 10th Mountain Division",Property Book Officer,(717) 555-1281,kevin.norquist.mil@example.mil,09/10/2012,WB1YZF~K.NORQUIST
8FEEF1F5AE0C7D071573973F69C7F4C0,107E,,11/09/2008 11:52:05,11/09/2008 11:52:05,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WAY862~g.wickersham,Gary Wickersham,MAJ,WAY862,WZV67A,12th Combat Aviation Brigade,Executive Officer,(717) 555-1205,gary.wickersham.mil@example.mil,11/09/2008,WAY862~G.WICKERSHAM
