UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,DocumentNumber,Status,DODAAC,UIC,UnitName,RPD,SignalCode,FundCode,ProjectCode,SupplementaryAddress,RequestType,RequiredDeliveryDate,ShipToDODAAC,ShipToName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToZIP,Justification,JustificationText,LineCount,TotalValue,EnteredDate,EnteredBy,SubmittedDate,ReviewedBy,ApprovedDate,VendorKey,VendorName,ReleasedDate,ReleasedBy,EstimatedShipDate,CancelReason,CancelledDate,CancelledBy,StatusHistory,DocReaders,DocAuthors,Priority,LastModifiedBy,LastModifiedDate,StatusInquiryKey,RequesterName,RequesterRank,RequesterRole,RequesterPhone,RequesterEmail
47CF272BC295502DC1AAFA5E23E332CB,23E6,,10/20/2025 16:25:56,10/31/2025 23:25:56,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,DD1348-6_WUB92Z52939717.pdf,WUB92Z52939717,Approved,WUB92Z,WJ25M0,U.S. Army Forces Command,09,A,6A,3AZ,WAWUE2,Streamer,04/18/2026,WAWUE2,11th Air Defense Artillery Brigade,"Bldg 9825, HQ",Fort Bliss,Fort Bliss,TX,52154,Retirement ceremony,Request streamer items for U.S. Army Forces Command. Existing items unserviceable due to fading and fraying.,1,143.40,10/20/2025,CN=Brian Ellingboe/OU=Units/O=Army,10/20/2025 19:25:56,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,10/31/2025 23:25:56,,,,,,,,,10/20/2025 16:25 | (new) -> Draft | Brian Ellingboe;10/20/2025 19:25 | Draft -> Submitted | Brian Ellingboe;10/28/2025 20:25 | Submitted -> Under Review | Theodore Blankenship;10/31/2025 23:25 | Under Review -> Approved | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WUB92Z;CN=Brian Ellingboe/OU=Units/O=Army,CN=Brian Ellingboe/OU=Units/O=Army;[TACOM],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,10/31/2025 23:25:56,WUB92Z52939717|WUB92Z|WJ25M0,Brian Ellingboe,SSG,Property Book Officer,(484) 555-1687,brian.ellingboe.mil@example.mil
979F9E212357DFF2976FDEA2635E36BE,23EE,,12/12/2017 17:56:37,03/13/2018 13:56:37,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W06EHL73463419,Complete,W06EHL,W0V2G0,U.S. Army Materiel Command,02,A,2A,3AH,,Mixed,02/10/2018,W06EHL,U.S. Army Materiel Command,"Bldg 3052, HQ",Redstone Arsenal,Redstone Arsenal,AL,63862,Change of command ceremony,Request mixed items for U.S. Army Materiel Command. Existing items unserviceable due to fading and fraying.,2,250.08,12/12/2017,CN=Jose Ostrowski-Lane/OU=Units/O=Army,12/17/2017 19:56:37,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,01/06/2018 04:56:37,8BLU5,Blue Ridge Emblem Company,01/13/2018 05:56:37,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/13/2018,,,,12/12/2017 17:56 | (new) -> Draft | Jose Ostrowski-Lane;12/17/2017 19:56 | Draft -> Submitted | Jose Ostrowski-Lane;12/24/2017 01:56 | Submitted -> Under Review | Dwayne Petrakis;01/06/2018 04:56 | Under Review -> Approved | Dwayne Petrakis;01/13/2018 05:56 | Approved -> Released to Vendor | Lorraine Whitcombe;01/23/2018 06:56 | Released to Vendor -> In Production | Vendor Portal;02/25/2018 11:56 | In Production -> Shipped | Vendor Portal;03/13/2018 13:56 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Expedite,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,03/13/2018 13:56:37,W06EHL73463419|W06EHL|W0V2G0,Jose Ostrowski-Lane,CW2,Other,(484) 555-1043,jose.ostrowski.mil@example.mil
C4FC5E0252E2CA81E4D905E311F5AB8D,23F6,,11/25/2025 11:59:04,12/31/2025 02:59:04,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",,W33EFJ53297204,In Production,W33EFJ,WREFYA,Maneuver Center of Excellence,15,J,2C,9GU,,Guidon,01/24/2026,W33EFJ,Maneuver Center of Excellence,"Bldg 7953, Property Book Office",Fort Benning,Fort Benning,GA,52839,Unit activation,Request guidon items for Maneuver Center of Excellence. Existing items unserviceable due to fading and fraying.,2,298.90,11/25/2025,CN=Christopher Rockwell-Sayre/OU=Units/O=Army,11/28/2025 13:59:04,CN=Ret Hamlin/OU=CHPSID/O=TACOM,12/13/2025 17:59:04,0PLE4,"Old Line Embroidery, Inc.",12/15/2025 23:59:04,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,02/28/2026,,,,11/25/2025 11:59 | (new) -> Draft | Christopher Rockwell-Sayre;11/28/2025 13:59 | Draft -> Submitted | Christopher Rockwell-Sayre;12/02/2025 15:59 | Submitted -> Under Review | Ret Hamlin;12/13/2025 17:59 | Under Review -> Approved | Ret Hamlin;12/15/2025 23:59 | Approved -> Released to Vendor | Dwayne Petrakis;12/31/2025 02:59 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Routine,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",12/31/2025 02:59:04,W33EFJ53297204|W33EFJ|WREFYA,Christopher Rockwell-Sayre,SSG,Protocol Officer,(540) 555-1985,christopher.rockwell.mil@example.mil
147F209E72F0B1E299A30C573E434838,2402,,01/06/2026 17:31:19,02/08/2026 08:31:19,CN=Vendor Portal/O=Blue Ridge Emblem Company,,WZSRSX60062421,In Production,WZSRSX,WJG26A,"2nd Armored Brigade Combat Team, 1st Armored Division",13,M,2C,,,Insignia,05/06/2026,WZSRSX,"2nd Armored Brigade Combat Team, 1st Armored Division","Bldg 7196, Property Book Office",Fort Bliss,Fort Bliss,TX,35889,Change of command ceremony,"Request insignia items for 2nd Armored Brigade Combat Team, 1st Armored Division. Streamers authorized per CMH lineage and honors certificate dated 10/06/2008.",3,108.97,01/06/2026,CN=Betty Ashcroft-Mayne/OU=Units/O=Army,01/08/2026 20:31:19,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,01/27/2026 00:31:19,8BLU5,Blue Ridge Emblem Company,01/31/2026 06:31:19,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,03/17/2026,,,,01/06/2026 17:31 | (new) -> Draft | Betty Ashcroft-Mayne;01/08/2026 20:31 | Draft -> Submitted | Betty Ashcroft-Mayne;01/17/2026 00:31 | Submitted -> Under Review | Theodore Blankenship;01/27/2026 00:31 | Under Review -> Approved | Theodore Blankenship;01/31/2026 06:31 | Approved -> Released to Vendor | Dwayne Petrakis;02/08/2026 08:31 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Blue Ridge Emblem Company,02/08/2026 08:31:19,WZSRSX60062421|WZSRSX|WJG26A,Betty Ashcroft-Mayne,CW2,S4,(215) 555-1534,betty.ashcroft.mil@example.mil
D36EF724F77B5903CA65F0F12E403A68,2412,,06/10/2025 10:54:52,06/29/2025 00:54:52,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WAY86251610226,Released to Vendor,WAY862,WZV67A,12th Combat Aviation Brigade,12,B,XP,,,Streamer,09/08/2025,WAY862,12th Combat Aviation Brigade,"Bldg 8842, S4","Katterbach Kaserne, Ansbach",Ansbach,DE,13308,Lineage and honors update,Request streamer items for 12th Combat Aviation Brigade. Unit reflagged per HQDA order.,1,317.40,06/10/2025,CN=Thomas Ledesma-Ortiz/OU=Units/O=Army,06/15/2025 12:54:52,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,06/27/2025 19:54:52,2MDW7,Midwest Heraldic Arts,06/29/2025 00:54:52,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/29/2025,,,,06/10/2025 10:54 | (new) -> Draft | Thomas Ledesma-Ortiz;06/15/2025 12:54 | Draft -> Submitted | Thomas Ledesma-Ortiz;06/22/2025 15:54 | Submitted -> Under Review | Lorraine Whitcombe;06/27/2025 19:54 | Under Review -> Approved | Lorraine Whitcombe;06/29/2025 00:54 | Approved -> Released to Vendor | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,06/29/2025 00:54:52,WAY86251610226|WAY862|WZV67A,Thomas Ledesma-Ortiz,1LT,Supply Sergeant,(610) 555-1367,thomas.ledesma.mil@example.mil
53048A75032558431E4356541BCB8C2B,241A,,04/13/2009 11:49:20,05/25/2009 00:49:20,CN=Darnell Kellerhaus/OU=Units/O=Army,,WJMJXA91035447,Cancelled,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,12,A,2B,3AZ,,Mixed,10/10/2009,WJMJXA,35th Air Defense Artillery Brigade,"Bldg 5105, S4",Osan Air Base,Osan Air Base,KR,24564,Replacement - unserviceable,Request mixed items for 35th Air Defense Artillery Brigade. Streamers authorized per CMH lineage and honors certificate dated 09/09/2005.,3,685.91,04/13/2009,CN=Darnell Kellerhaus/OU=Units/O=Army,04/17/2009 12:49:20,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,05/10/2009 18:49:20,7GRN1,Great Northern Flag & Pennant,05/15/2009 23:49:20,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/29/2009,Duplicate request,05/25/2009 00:49:20,CN=Darnell Kellerhaus/OU=Units/O=Army,04/13/2009 11:49 | (new) -> Draft | Darnell Kellerhaus;04/17/2009 12:49 | Draft -> Submitted | Darnell Kellerhaus;04/26/2009 12:49 | Submitted -> Under Review | Lorraine Whitcombe;05/10/2009 18:49 | Under Review -> Approved | Lorraine Whitcombe;05/15/2009 23:49 | Approved -> Released to Vendor | Lorraine Whitcombe;05/25/2009 00:49 | Released to Vendor -> Cancelled | Darnell Kellerhaus,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;7GRN1,[TACOM];[Admin],Routine,CN=Darnell Kellerhaus/OU=Units/O=Army,05/25/2009 00:49:20,WJMJXA91035447|WJMJXA|W4RSJA,Darnell Kellerhaus,SGT,Executive Officer,(703) 555-1621,darnell.kellerhaus.mil@example.mil
46906C6E7794E0B057ACF30C3A9284E5,242A,,01/04/2022 15:43:05,02/03/2022 00:43:05,CN=Jessica Ashcroft-Mayne/OU=Units/O=Army,,WRB6ZV20040234,Cancelled,WRB6ZV,WKK4R0,95th Civil Affairs Brigade (Airborne),15,J,GD,HER,,Distinguishing Flag,03/05/2022,WRB6ZV,95th Civil Affairs Brigade (Airborne),"Bldg 8965, Property Book Office",Fort Bragg,Fort Bragg,NC,98584,Change of command ceremony,Request distinguishing flag items for 95th Civil Affairs Brigade (Airborne). Existing items unserviceable due to fading and fraying.,1,277.28,01/04/2022,CN=Jessica Ashcroft-Mayne/OU=Units/O=Army,01/08/2022 19:43:05,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,,,,,,Requester separated; no longer required,02/03/2022 00:43:05,CN=Jessica Ashcroft-Mayne/OU=Units/O=Army,01/04/2022 15:43 | (new) -> Draft | Jessica Ashcroft-Mayne;01/08/2022 19:43 | Draft -> Submitted | Jessica Ashcroft-Mayne;01/11/2022 19:43 | Submitted -> Under Review | Dwayne Petrakis;02/03/2022 00:43 | Under Review -> Cancelled | Jessica Ashcroft-Mayne,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers,[TACOM];[Admin],Routine,CN=Jessica Ashcroft-Mayne/OU=Units/O=Army,02/03/2022 00:43:05,WRB6ZV20040234|WRB6ZV|WKK4R0,Jessica Ashcroft-Mayne,MAJ,Unit Commander,(302) 555-1591,jessica.ashcroft.mil@example.mil
4DAAFA06B0CEE971B3BA5B7FA76322E7,2432,,08/07/2026 13:06:23,08/31/2026 06:06:23,CN=Vendor Portal/O=Great Northern Flag & Pennant,,WZSV8362198858,In Production,WZSV83,WDSVTA,U.S. Army Cyber Command,02,A,6B,,,Automobile Flag,11/05/2026,WZSV83,U.S. Army Cyber Command,"Bldg 6016, S4",Fort Gordon,Fort Gordon,GA,85926,Change of command ceremony,Request automobile flag items for U.S. Army Cyber Command. Existing items unserviceable due to fading and fraying.,5,726.15,08/07/2026,CN=Jennifer Oakhurst-Pell/OU=Units/O=Army,08/07/2026 17:06:23,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/21/2026 19:06:23,7GRN1,Great Northern Flag & Pennant,08/24/2026 01:06:23,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,09/23/2026,,,,08/07/2026 13:06 | (new) -> Draft | Jennifer Oakhurst-Pell;08/07/2026 17:06 | Draft -> Submitted | Jennifer Oakhurst-Pell;08/10/2026 17:06 | Submitted -> Under Review | Dwayne Petrakis;08/21/2026 19:06 | Under Review -> Approved | Dwayne Petrakis;08/24/2026 01:06 | Approved -> Released to Vendor | Dwayne Petrakis;08/31/2026 06:06 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;7GRN1,[TACOM];[Admin],Expedite,CN=Vendor Portal/O=Great Northern Flag & Pennant,08/31/2026 06:06:23,WZSV8362198858|WZSV83|WDSVTA,Jennifer Oakhurst-Pell,1LT,S4,(856) 555-1142,jennifer.oakhurst.mil@example.mil
7BE77AEAA0A7578FCF05662759646182,244A,,09/24/2004 17:03:02,01/23/2005 12:03:02,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WWCT1F42685336,Complete,WWCT1F,WN4QPA,8th Theater Sustainment Command,15,A,2B,9GU,,Streamer,11/23/2004,WWCT1F,8th Theater Sustainment Command,"Bldg 7035, Supply",Fort Shafter,Fort Shafter,HI,32586,Unit activation,Request streamer items for 8th Theater Sustainment Command. Unit reflagged per HQDA order.,3,486.78,09/24/2004,CN=Raymond Jarvinen-Roe/OU=Units/O=Army,09/27/2004 20:03:02,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,10/12/2004 01:03:02,2VLY8,Valley Forge Regalia Co.,10/14/2004 06:03:02,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/13/2004,,,,09/24/2004 17:03 | (new) -> Draft | Raymond Jarvinen-Roe;09/27/2004 20:03 | Draft -> Submitted | Raymond Jarvinen-Roe;10/02/2004 00:03 | Submitted -> Under Review | Theodore Blankenship;10/12/2004 01:03 | Under Review -> Approved | Theodore Blankenship;10/14/2004 06:03 | Approved -> Released to Vendor | Dwayne Petrakis;10/27/2004 07:03 | Released to Vendor -> In Production | Vendor Portal;01/03/2005 07:03 | In Production -> Shipped | Vendor Portal;01/23/2005 12:03 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2VLY8,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,01/23/2005 12:03:02,WWCT1F42685336|WWCT1F|WN4QPA,Raymond Jarvinen-Roe,GS-09,Supply Sergeant,(302) 555-1397,raymond.jarvinen.mil@example.mil
5A343F321E716775EBCB7680A44E8694,245A,,05/16/2005 10:09:42,08/10/2005 09:09:42,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WGMVLT51360628,COMPLETE,WGMVLT,WSECT0,"2nd Stryker Brigade Combat Team, 4th Infantry Division",15,M,GD,9GU,,Streamer,08/14/2005,WGMVLT,"2nd Stryker Brigade Combat Team, 4th Infantry Division","Bldg 8972, Supply",Fort Carson,Fort Carson,CO,38895,Unit activation,"Request streamer items for 2nd Stryker Brigade Combat Team, 4th Infantry Division. Unit reflagged per HQDA order.",1,215.88,05/16/2005,CN=Amanda Maldonado-Vega/OU=Units/O=Army,05/17/2005 13:09:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,05/19/2005 19:09:42,7GRN1,Great Northern Flag & Pennant,05/24/2005 00:09:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,08/07/2005,,,,05/16/2005 10:09 | (new) -> Draft | Amanda Maldonado-Vega;05/17/2005 13:09 | Draft -> Submitted | Amanda Maldonado-Vega;05/18/2005 17:09 | Submitted -> Under Review | Ret Hamlin;05/19/2005 19:09 | Under Review -> Approved | Ret Hamlin;05/24/2005 00:09 | Approved -> Released to Vendor | Ret Hamlin;06/12/2005 02:09 | Released to Vendor -> In Production | Vendor Portal;08/02/2005 06:09 | In Production -> Shipped | Vendor Portal;08/10/2005 09:09 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;7GRN1,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,08/10/2005 09:09:42,WGMVLT51360628|WGMVLT|WSECT0,Amanda Maldonado-Vega,2LT,Property Book Officer,(856) 555-1619,amanda.maldonado.mil@example.mil
88DD9E877B74980BC724BA09CD97CB25,2462,,03/24/2026 09:30:43,04/13/2026 12:30:43,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_W9GNZX60834689.pdf,W9GNZX60834689,Approved,W9GNZX,WRYMNA,1st Cavalry Division Sustainment Brigade,05,A,6B,,,Guidon,07/22/2026,W9GNZX,1st Cavalry Division Sustainment Brigade,"Bldg 5386, Property Book Office",Fort Hood,Fort Hood,TX,74394,Lineage and honors update,Request guidon items for 1st Cavalry Division Sustainment Brigade. Existing items unserviceable due to fading and fraying.,1,303.81,03/24/2026,CN=Andre Wickersham/OU=Units/O=Army,03/26/2026 10:30:43,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/13/2026 12:30:43,,,,,,,,,03/24/2026 09:30 | (new) -> Draft | Andre Wickersham;03/26/2026 10:30 | Draft -> Submitted | Andre Wickersham;04/03/2026 12:30 | Submitted -> Under Review | Lorraine Whitcombe;04/13/2026 12:30 | Under Review -> Approved | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W9GNZX;CN=Andre Wickersham/OU=Units/O=Army,CN=Andre Wickersham/OU=Units/O=Army;[TACOM],Expedite,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/13/2026 12:30:43,W9GNZX60834689|W9GNZX|WRYMNA,Andre Wickersham,SSG,S4,(267) 555-1875,andre.wickersham.mil@example.mil
98A397C9DA53F648E455D082B0791E7F,246A,,12/26/2025 07:45:46,01/14/2026 22:45:46,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,DD1348-6_W8YAN753607420.pdf;Justification_W8YAN753607420.docx,W8YAN753607420,Released to Vendor,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",02,J,2A,,,Organizational Colors,03/26/2026,W8YAN7,"3rd Armored Brigade Combat Team, 4th Infantry Division","Bldg 1045, Supply",Fort Carson,Fort Carson,CO,82803,Retirement ceremony,"Request organizational colors items for 3rd Armored Brigade Combat Team, 4th Infantry Division. Streamers authorized per CMH lineage and honors certificate dated 10/11/2003.",1,1644.12,12/26/2025,CN=Darnell Jankowitz/OU=Units/O=Army,12/29/2025 11:45:46,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,01/08/2026 20:45:46,0PLE4,"Old Line Embroidery, Inc.",01/14/2026 22:45:46,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,02/28/2026,,,,12/26/2025 07:45 | (new) -> Draft | Darnell Jankowitz;12/29/2025 11:45 | Draft -> Submitted | Darnell Jankowitz;01/04/2026 15:45 | Submitted -> Under Review | Dwayne Petrakis;01/08/2026 20:45 | Under Review -> Approved | Dwayne Petrakis;01/14/2026 22:45 | Approved -> Released to Vendor | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Expedite,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,01/14/2026 22:45:46,W8YAN753607420|W8YAN7|W65260,Darnell Jankowitz,GS-11,Executive Officer,(610) 555-1560,darnell.jankowitz.mil@example.mil
94ABCFB376108B08165EDC8D87F301F8,2472,,06/27/2008 09:56:28,07/05/2008 13:56:28,CN=Michael Fairweather/OU=Units/O=Army,DD1348-6_W53EJL81798870.pdf,W53EJL81798870,Cancelled,W53EJL,WTDFEA,U.S. Army Sustainment Command,06,A,6A,3AH,,Mixed,12/24/2008,W53EJL,U.S. Army Sustainment Command,"Bldg 1180, Property Book Office",Rock Island Arsenal,Rock Island Arsenal,IL,48536,Change of command ceremony,Request mixed items for U.S. Army Sustainment Command. Ceremony scheduled; items required on hand 30 days prior.,1,191.20,06/27/2008,CN=Michael Fairweather/OU=Units/O=Army,07/01/2008 10:56:28,,,,,,,,Unit inactivated,07/05/2008 13:56:28,CN=Michael Fairweather/OU=Units/O=Army,06/27/2008 09:56 | (new) -> Draft | Michael Fairweather;07/01/2008 10:56 | Draft -> Submitted | Michael Fairweather;07/05/2008 13:56 | Submitted -> Cancelled | Michael Fairweather,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers,[TACOM];[Admin],Routine,CN=Michael Fairweather/OU=Units/O=Army,07/05/2008 13:56:28,W53EJL81798870|W53EJL|WTDFEA,Michael Fairweather,SFC,S4,(717) 555-1523,michael.fairweather.mil@example.mil
4926F86E6FC0A9726A9E40CF3349A7F7,247A,,08/28/2025 07:08:51,09/17/2025 18:08:51,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,DD1348-6_WQB1WS52404308.pdf,WQB1WS52404308,Released to Vendor,WQB1WS,W4LVU0,41st Field Artillery Brigade,12,J,2A,3AH,,Mixed,11/26/2025,WQB1WS,41st Field Artillery Brigade,"Bldg 9558, S4",Grafenwoehr,Grafenwoehr,DE,44671,Retirement ceremony,Request mixed items for 41st Field Artillery Brigade. Unit reflagged per HQDA order.,6,2889.49,08/28/2025,CN=Stephanie Kirkbride/OU=Units/O=Army,09/01/2025 10:08:51,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,09/14/2025 18:08:51,8BLU5,Blue Ridge Emblem Company,09/17/2025 18:08:51,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/01/2025,,,,08/28/2025 07:08 | (new) -> Draft | Stephanie Kirkbride;09/01/2025 10:08 | Draft -> Submitted | Stephanie Kirkbride;09/11/2025 15:08 | Submitted -> Under Review | Dwayne Petrakis;09/14/2025 18:08 | Under Review -> Approved | Dwayne Petrakis;09/17/2025 18:08 | Approved -> Released to Vendor | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,09/17/2025 18:08:51,WQB1WS52404308|WQB1WS|W4LVU0,Stephanie Kirkbride,1LT,Property Book Officer,(302) 555-1589,stephanie.kirkbride.mil@example.mil
9C57D4B63AFA1D196FD80B2FC3214ECA,2496,,10/17/2008 15:56:57,12/25/2008 20:56:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_WZG4U082919853.pdf;Justification_WZG4U082919853.docx,WZG4U082919853,Complete,WZG4U0,WNQ5QA,36th Infantry Division (Texas Army National Guard),15,J,GD,HER,,Guidon,04/15/2009,WZG4U0,36th Infantry Division (Texas Army National Guard),"Bldg 3193, Property Book Office","Camp Mabry, Austin",Austin,TX,59486,Reflagging,Request guidon items for 36th Infantry Division (Texas Army National Guard). Existing items unserviceable due to fading and fraying.,2,732.60,10/17/2008,CN=Virginia Fortenbury/OU=Units/O=Army,10/18/2008 17:56:57,CN=Ret Hamlin/OU=CHPSID/O=TACOM,10/30/2008 00:56:57,2MDW7,Midwest Heraldic Arts,11/03/2008 05:56:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/18/2008,,,,10/17/2008 15:56 | (new) -> Draft | Virginia Fortenbury;10/18/2008 17:56 | Draft -> Submitted | Virginia Fortenbury;10/28/2008 19:56 | Submitted -> Under Review | Ret Hamlin;10/30/2008 00:56 | Under Review -> Approved | Ret Hamlin;11/03/2008 05:56 | Approved -> Released to Vendor | Lorraine Whitcombe;11/22/2008 11:56 | Released to Vendor -> In Production | Vendor Portal;12/07/2008 14:56 | In Production -> Shipped | Vendor Portal;12/25/2008 20:56 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/25/2008 20:56:57,WZG4U082919853|WZG4U0|WNQ5QA,Virginia Fortenbury,GS-09,Property Book Officer,(717) 555-1200,virginia.fortenbury.mil@example.mil
82A69F82F231DCBFFB8B2F72C6C5B632,24A2,,12/14/2009 08:32:24,03/14/2010 06:32:24,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WH3P1L93481770,Complete,WH3P1L,W0G1Y0,U.S. Army Human Resources Command,15,J,2B,3AH,,Guidon,04/13/2010,WH3P1L,U.S. Army Human Resources Command,"Bldg 6256, Supply",Fort Knox,Fort Knox,KY,21253,Deployment ceremony,Request guidon items for U.S. Army Human Resources Command. Existing items unserviceable due to fading and fraying.,1,154.96,12/14/2009,CN=Darnell Thornbury/OU=Units/O=Army,12/18/2009 09:32:24,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,12/30/2009 20:32:24,8BLU5,Blue Ridge Emblem Company,01/06/2010 00:32:24,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,04/06/2010,,,,12/14/2009 08:32 | (new) -> Draft | Darnell Thornbury;12/18/2009 09:32 | Draft -> Submitted | Darnell Thornbury;12/23/2009 15:32 | Submitted -> Under Review | Dwayne Petrakis;12/30/2009 20:32 | Under Review -> Approved | Dwayne Petrakis;01/06/2010 00:32 | Approved -> Released to Vendor | Theodore Blankenship;01/09/2010 02:32 | Released to Vendor -> In Production | Vendor Portal;03/10/2010 05:32 | In Production -> Shipped | Vendor Portal;03/14/2010 06:32 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,03/14/2010 06:32:24,WH3P1L93481770|WH3P1L|W0G1Y0,Darnell Thornbury,GS-09,Property Book Officer,(610) 555-1263,darnell.thornbury.mil@example.mil
20B9DBD9EC743AD289B52E6B2E86BAF8,24AA,,02/09/2026 15:27:21,02/09/2026 15:27:21,CN=Mildred Jankowitz/OU=Units/O=Army,,WKCHGR60402558,Draft,WKCHGR,WBPC9A,Medical Center of Excellence,15,A,6B,3AZ,,Automobile Flag,04/10/2026,WKCHGR,Medical Center of Excellence,"Bldg 865, HQ",Joint Base San Antonio-Fort Sam Houston,Joint Base San Antonio-Fort Sam Houston,TX,95513,Reflagging,Request automobile flag items for Medical Center of Excellence. Existing items unserviceable due to fading and fraying.,4,528.20,02/09/2026,CN=Mildred Jankowitz/OU=Units/O=Army,,,,,,,,,,,,02/09/2026 15:27 | (new) -> Draft | Mildred Jankowitz,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WKCHGR;CN=Mildred Jankowitz/OU=Units/O=Army,CN=Mildred Jankowitz/OU=Units/O=Army;[TACOM],Routine,CN=Mildred Jankowitz/OU=Units/O=Army,02/09/2026 15:27:21,WKCHGR60402558|WKCHGR|WBPC9A,Mildred Jankowitz,SFC,Other,(215) 555-1372,mildred.jankowitz.mil@example.mil
